timestamp,station_id,station_name,target,target_label,actual,prediction,model_version
2023-12-01 00:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 00:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 00:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 00:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 00:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 01:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 01:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 01:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 01:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 01:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 02:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 02:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 02:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 02:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 02:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 03:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 03:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 03:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 03:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 03:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 04:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 04:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 04:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 04:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 04:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 05:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 05:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 05:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 05:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 05:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 06:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 06:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 06:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 06:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 06:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 07:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Выручка магазина TFT,312.0,0.0,tft_shop_total_revenue
2023-12-01 07:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Выручка магазина TFT,329.0,0.0,tft_shop_total_revenue
2023-12-01 07:00:00,2,Татнефть-АЗС-003,shop_total_revenue,Выручка магазина TFT,357.0,0.0,tft_shop_total_revenue
2023-12-01 07:00:00,3,Татнефть-АЗС-004,shop_total_revenue,Выручка магазина TFT,998.0,0.0,tft_shop_total_revenue
2023-12-01 07:00:00,4,Татнефть-АЗС-005,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
2023-12-01 08:00:00,0,Татнефть-АЗС-001,shop_total_revenue,Выручка магазина TFT,606.0,0.0,tft_shop_total_revenue
2023-12-01 08:00:00,1,Татнефть-АЗС-002,shop_total_revenue,Выручка магазина TFT,0.0,0.0,tft_shop_total_revenue
